Motif_ID	DBID.1	GeneID	GeneName	Family_Name	Motif_Type
9625	M10768_2.00	V$HOXD1_03	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9626	M10774_2.00	V$PRRXL1_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9627	M06333_2.00	Lim1_SOLEXA_FBgn0026411	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9628	M00267_2.00	VSX1_Q175H	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9629	M03878_2.00	CG5369_3	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9630	M05178_2.00	DLX1_FL_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9631	M03853_2.00	Lim1_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9632	M05198_2.00	ALX3_FL_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9633	M06351_2.00	CG9876_SOLEXA_FBgn0034821	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9634	M06354_2.00	CG18599_Cell_FBgn0038592	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9635	M06364_2.00	Exex_Cell_FBgn0041156	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9636	M03138_2.00	ESX1_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9637	M06367_2.00	Pb_SOLEXA_FBgn0051481	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9638	M06370_2.00	CG32532_Cell_FBgn0052532	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9639	M06371_2.00	CG32532_SOLEXA_FBgn0052532	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9640	M03874_2.00	CG32532_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9641	M06500_2.00	MA0256.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9642	M05380_2.00	BSX_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9643	M00269_2.00	VSX1_REF	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9644	M03881_2.00	Vsx2_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9645	M06385_2.00	CG33980_SOLEXA_FBgn0053980	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9646	M02130_2.00	pTH6195	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9647	M05128_2.00	MNX1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9648	M03160_2.00	BARHL2_4	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9649	M03161_2.00	BARHL2_5	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9650	M03166_2.00	DLX1_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9651	M03172_2.00	ALX3_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9652	M03076_2.00	ARX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9653	M03077_2.00	MEOX1_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9654	M10776_2.00	V$PRX2_Q2	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9655	M03875_2.00	CG2808_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9656	M06503_2.00	MA0169.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9657	M03081_2.00	DLX3_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9658	M05258_2.00	PRRX2_eDBD_HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9659	M05162_2.00	PDX1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9660	M05163_2.00	PDX1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9661	M03832_2.00	btn_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9662	M05262_2.00	PRRX2_FL_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9663	M10770_2.00	V$PMX1_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9664	M10767_2.00	V$S8_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9665	M00262_2.00	ARX_P353R	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9666	M00264_2.00	ARX_REF	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9667	M05218_2.00	EN1_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9668	M06318_2.00	Rx_SOLEXA_FBgn0020617	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9669	M03876_2.00	CG5369_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9670	M03851_2.00	OdsH_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9671	M03852_2.00	OdsH_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9672	M03865_2.00	CG9876_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9673	M03856_2.00	CG11294_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9674	M03857_2.00	CG11085_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9675	M06355_2.00	CG18599_SOLEXA_FBgn0038592	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9676	M06365_2.00	Exex_SOLEXA_FBgn0041156	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9677	M06366_2.00	Pb_Cell_FBgn0051481	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9678	M06311_2.00	Unpg_Cell_FBgn0015561	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9679	M04916_2.00	BARX2_FL_Methyl-HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9680	M03174_2.00	ALX3_3	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9681	M03868_2.00	CG9876_4	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9682	M06321_2.00	Pph13_Cell_FBgn0023489	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9683	M05222_2.00	MSX1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9684	M00278_2.00	PHOX2B_Q143R	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9685	M00279_2.00	PHOX2B_R100L	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9686	M05126_2.00	MNX1_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9687	M06477_2.00	MA0208.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9688	M02140_2.00	pTH6070	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9689	M06294_2.00	E5_SOLEXA_FBgn0008646	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9690	M06308_2.00	Btn_SOLEXA_FBgn0014949	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9691	M00260_2.00	ARX_L343Q	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9692	M00261_2.00	ARX_P353L	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9693	M03872_2.00	pb_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9694	M06317_2.00	Rx_Cell_FBgn0020617	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9695	M05219_2.00	EN1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9696	M00286_2.00	VSX2_R200Q	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9697	M00287_2.00	VSX2_REF	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9698	M03811_2.00	B-H2_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9699	M00288_2.00	MSX2_P148H	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9700	M00289_2.00	MSX2_R172H	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9701	M00290_2.00	MSX2_REF	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9702	M05148_2.00	EMX1_FL_Methyl-HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9703	M03830_2.00	B-H1_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9704	M06483_2.00	MA0214.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9705	M06486_2.00	MA0221.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9706	M06312_2.00	Unpg_SOLEXA_FBgn0015561	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9707	M05200_2.00	ALX3_FL_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9708	M06494_2.00	MA0245.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9709	M05220_2.00	EN1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9710	M05221_2.00	MSX1_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9711	M00268_2.00	VSX1_R166Q	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9712	M10785_2.00	I$EN_Q6	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9713	M03855_2.00	CG11294_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9714	M10803_2.00	V$DLX3_02	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9715	M03858_2.00	CG11085_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9716	M00172_2.00	Hoxa3_2783	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9717	M10764_2.00	V$VAX1_04	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9718	M03866_2.00	CG9876_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9719	M05199_2.00	ALX3_FL_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9720	M06491_2.00	MA0229.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9721	M04905_2.00	DLX6_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9722	M04907_2.00	DLX6_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9723	M03829_2.00	B-H1_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9724	M06322_2.00	Pph13_SOLEXA_FBgn0023489	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9725	M05224_2.00	MSX1_FL_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9726	M00280_2.00	PHOX2B_R141G	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9727	M05226_2.00	MSX1_FL_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9728	M06479_2.00	MA0187.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9729	M06482_2.00	MA0188.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9730	M03805_2.00	zen_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9731	M06292_2.00	Hbn_SOLEXA_FBgn0008636	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9732	M06307_2.00	Btn_Cell_FBgn0014949	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9733	M04902_2.00	MEOX1_FL_HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9734	M03867_2.00	CG9876_3	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9735	M03871_2.00	exex_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9736	M05146_2.00	EMX1_eDBD_Methyl-HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9737	M00285_2.00	VSX2_R200P	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9738	M05253_2.00	DRGX_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9739	M03813_2.00	hbn_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9740	M03814_2.00	E5_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9741	M05147_2.00	EMX1_FL_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9742	M05261_2.00	PRRX2_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9743	M10765_2.00	V$MIXL1_03	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9744	M04896_2.00	ARX_eDBD_Methyl-HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9745	M04901_2.00	MEOX1_FL_HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9746	M05238_2.00	EN2_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9747	M05143_2.00	RAX_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9748	M05145_2.00	EMX1_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9749	M00283_2.00	VAX2_L139M	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9750	M04906_2.00	DLX6_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9751	M05254_2.00	DRGX_eDBD_Methyl-HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9752	M10777_2.00	V$PROP1_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9753	M05225_2.00	MSX1_FL_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9754	M10786_2.00	I$EVE_Q6	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9755	M10804_2.00	V$XFD1_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9756	M04895_2.00	ARX_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9757	M05144_2.00	RAX_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9758	M05237_2.00	EN2_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9759	M10717_2.00	V$MSX1_Q5	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9760	M03806_2.00	zen2_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9761	M10736_2.00	V$EVX2_04	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9762	M06485_2.00	MA0220.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9763	M05259_2.00	PRRX2_eDBD_HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9764	M03807_2.00	zen2_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9765	M10747_2.00	V$MIXL1_02	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9766	M10737_2.00	V$PROP1_Q2	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9767	M06293_2.00	E5_Cell_FBgn0008646	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9768	M03798_2.00	slou_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9769	M10735_2.00	V$PRRX2_05	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9770	M03158_2.00	BARHL2_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9771	M00284_2.00	VAX2_REF	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9772	M10716_2.00	V$MSX1_Q5_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9773	M05260_2.00	PRRX2_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9774	M03810_2.00	B-H2_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9775	M05239_2.00	EN2_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9776	M05223_2.00	MSX1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9777	M05240_2.00	UNCX_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9778	M06484_2.00	MA0219.1	KH2013:KH.C7.243	LAB	Homeodomain	B1H
9779	M05245_2.00	PHOX2A_eDBD_Methyl-HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9780	M05241_2.00	UNCX_eDBD_Methyl-HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9781	M05244_2.00	PHOX2A_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9782	M10741_2.00	V$CART1_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9783	M04903_2.00	MEOX1_FL_Methyl-HT-SELEX_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9784	M00282_2.00	PHOX2B_REF	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9785	M04904_2.00	MEOX1_FL_Methyl-HT-SELEX_2	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9786	M00281_2.00	PHOX2B_R141Q	KH2013:KH.C7.243	LAB	Homeodomain	PBM
9787	M10714_2.00	V$EN1_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9788	M03794_2.00	eve_1	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9789	M10715_2.00	V$MSX1_01	KH2013:KH.C7.243	LAB	Homeodomain	Transfac
9790	M05142_2.00	RAX_eDBD_HT-SELEX	KH2013:KH.C7.243	LAB	Homeodomain	SELEX
9798	M03410_2.00	RXRA_3	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9799	M03409_2.00	RXRA_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9800	M03408_2.00	RXRA_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9801	M03406_2.00	NR2F1_4	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9802	M09294_2.00	RXRA_HUMAN.H11MO.0.A	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9803	M02405_2.00	pTH6612	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9804	M09296_2.00	ERR3_HUMAN.H11MO.0.B	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9805	M09293_2.00	COT2_HUMAN.H11MO.0.A	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9806	M02396_2.00	pTH6747	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9807	M03430_2.00	Esrra_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9808	M00822_2.00	pTH3811	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9809	M05879_2.00	RXRg	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SMiLE-seq
9810	M09290_2.00	ERR1_HUMAN.H11MO.0.A	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9811	M03422_2.00	Rxra_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9812	M02407_2.00	pTH5709	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9813	M09297_2.00	RXRB_HUMAN.H11MO.0.C	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9814	M03405_2.00	NR2F1_3	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9815	M02406_2.00	pTH6142	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9816	M02705_2.00	MA0071.1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9817	M02399_2.00	pTH3466	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9818	M02400_2.00	pTH2880	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9819	M05684_2.00	RXRB_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9820	M09291_2.00	COT1_HUMAN.H11MO.0.C	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9821	M02706_2.00	MA0072.1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9822	M05673_2.00	ESRRG_eDBD_HT-SELEX	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9823	M02393_2.00	pTH5882	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9824	M02404_2.00	pTH6589	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9825	M03411_2.00	RXRA_4	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9826	M03419_2.00	Nr2f6_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9827	M05683_2.00	RXRB_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9828	M09282_2.00	RORG_HUMAN.H11MO.0.C	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9829	M03415_2.00	RXRB_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9830	M03404_2.00	NR2F1_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9831	M02709_2.00	MA0016.1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9832	M03431_2.00	Esrra_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9833	M09320_2.00	NR5A2_MOUSE.H11MO.0.A	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9834	M05676_2.00	ESRRG_FL_Methyl-HT-SELEX	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9835	M02410_2.00	pTH5516	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9836	M02423_2.00	pTH6055	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9837	M05675_2.00	ESRRG_FL_HT-SELEX	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9838	M05681_2.00	RXRB_eDBD_HT-SELEX_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9839	M05682_2.00	RXRB_eDBD_HT-SELEX_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9840	M09280_2.00	RXRG_HUMAN.H11MO.0.B	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9841	M09312_2.00	ERR2_MOUSE.H11MO.0.A	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9842	M03403_2.00	NR2F1_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9843	M05624_2.00	RORC_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9844	M00820_2.00	pTH3469	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9845	M05672_2.00	RXRA_eDBD_Methyl-HT-SELEX	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9846	M03435_2.00	Rxrb_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9847	M03926_2.00	Hr46_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9848	M03412_2.00	ESRRG_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9849	M03413_2.00	ESRRG_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9850	M02424_2.00	pTH6144	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9851	M09304_2.00	NR2C1_MOUSE.H11MO.0.C	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9852	M09305_2.00	RXRG_MOUSE.H11MO.0.B	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9853	M09306_2.00	RXRA_MOUSE.H11MO.0.A	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9854	M03379_2.00	THRB_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9855	M09319_2.00	ERR1_MOUSE.H11MO.0.A	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9856	M03381_2.00	THRB_3	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9857	M03420_2.00	Nr2f6_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9858	M09322_2.00	STF1_MOUSE.H11MO.0.B	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9859	M05599_2.00	NR2C1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9860	M05674_2.00	ESRRG_eDBD_Methyl-HT-SELEX	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9861	M02402_2.00	pTH2861	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9862	M05679_2.00	RORB_eDBD_Methyl-HT-SELEX_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9863	M03414_2.00	ESRRG_3	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9864	M03375_2.00	RXRG_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9865	M03376_2.00	RXRG_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9866	M03377_2.00	RXRG_3	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9867	M09275_2.00	THA_HUMAN.H11MO.0.C	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Misc
9868	M3863_1.02	V$SF1_Q5_01	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Transfac
9869	M3864_1.02	V$SF1_Q5	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Transfac
9870	M02388_2.00	pTH5508	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	PBM
9871	M05597_2.00	NR2C1_eDBD_HT-SELEX_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9872	M02746_2.00	RXRG_dimer	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9873	M03353_2.00	RORA_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9874	M05613_2.00	NR5A1_FL_HT-SELEX	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9875	M05677_2.00	RORB_eDBD_HT-SELEX_1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9876	M05680_2.00	RORB_eDBD_Methyl-HT-SELEX_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9877	M03402_2.00	ESRRA_6	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9878	M3866_1.02	V$SF1_Q6	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	Transfac
9879	M03401_2.00	ESRRA_5	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9880	M4978_1.02	ftz-f1_FlyReg_FBgn0001078	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	B1H
9881	M05622_2.00	RORC_eDBD_HT-SELEX_2	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	SELEX
9882	M6396_1.02	NR5A2_f1	KH2013:KH.C6.10	NR5A1/2/5	Nuclear receptor	HocoMoco
