TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T089055_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000001565	ENSCING00000001565	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089056_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000001724	zf(c2h2)-26	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089057_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000001750	zf(c2h2)-6	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089058_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000002128	ENSCING00000002128	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089059_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000002517	ENSCING00000002517	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089060_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000003015	ENSCING00000003015	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089061_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000003072	ENSCING00000003072	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089062_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000003384	ENSCING00000003384	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089063_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000003470	zf(c2h2)-13	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089064_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000003615	zf(c2h2)-130	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089065_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000003802	ENSCING00000003802	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089066_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000003820	zf(c2h2)-88	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089067_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000004359	zf(c2h2)-145	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089068_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000004393	ENSCING00000004393	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089069_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000004545	ENSCING00000004545	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089070_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000004641	zf(c2h2)-46	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089071_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000004861	ENSCING00000004861	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089072_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000004863	ENSCING00000004863	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089073_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000005006	zf(c2h2)-5	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089074_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000005289	ENSCING00000005289	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089075_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000005713	zf(c2h2)-20	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089076_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000005726	ENSCING00000005726	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089077_2.00	F135_2.00	TS12_2.00	M04489_2.00	MS62_2.00	ENSCING00000006082	ENSCING00000006082	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF10_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089078_2.00	F135_2.00	TS12_2.00	M00132_2.00	MS02_2.00	ENSCING00000006616	ENSCING00000006616	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	Osr2_1727	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089079_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000006765	ENSCING00000006765	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089080_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000006863	ENSCING00000006863	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089081_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000006930	zf(c2h2)-33	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089082_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000007055	ENSCING00000007055	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089083_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000007195	zf(c2h2)-4	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089084_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000007493	ENSCING00000007493	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089085_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000007627	ENSCING00000007627	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089086_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000007722	ENSCING00000007722	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089087_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000007956	ENSCING00000007956	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089088_2.00	F135_2.00	TS12_2.00	M03668_2.00	MS45_2.00	ENSCING00000007968	macho1	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	opa_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089089_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000008254	zf(c2h2)-129	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089090_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000008291	ENSCING00000008291	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089091_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000008738	zf(btb/poz)	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089092_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000008903	snail	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089093_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000009007	ENSCING00000009007	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089094_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000009885	ENSCING00000009885	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089095_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000011342	ENSCING00000011342	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089096_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000011851	ENSCING00000011851	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089097_2.00	F135_2.00	TS12_2.00	M02642_2.00	MS25_2.00	ENSCING00000012018	ENSCING00000012018	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	GLI3	SELEX	Hallikas2006	SELEX	Hallikas	2006	16413481	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089098_2.00	F135_2.00	TS12_2.00	M00226_2.00	MS04_2.00	ENSCING00000012142	zf(c2h2)-24	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF1_REF	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089099_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000012499	ENSCING00000012499	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089100_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000012505	zf(c2h2)-116	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089101_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000012656	ENSCING00000012656	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089102_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000012713	zf(c2h2)-141	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089103_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000012769	ENSCING00000012769	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089104_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000012927	zf(c2h2)-41	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089105_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000013345	ENSCING00000013345	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089106_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000013467	ENSCING00000013467	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089107_2.00	F135_2.00	TS12_2.00	M03704_2.00	MS45_2.00	ENSCING00000014590	klf2	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	luna_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089108_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000014942	ENSCING00000014942	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089109_2.00	F135_2.00	TS12_2.00	M00226_2.00	MS04_2.00	ENSCING00000014976	zf(c2h2)-23	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	KLF1_REF	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089110_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000014980	zf(c2h2)-19	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089111_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000015714	ENSCING00000015714	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089112_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000016233	ci-zf(c2h2)-56	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089113_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000016467	ENSCING00000016467	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089114_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000017391	ENSCING00000017391	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089115_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000017647	ENSCING00000017647	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089116_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000018266	ENSCING00000018266	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089117_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000018497	ENSCING00000018497	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089118_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000018501	ci-zf(c2h2)-87	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089119_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000018801	zf(c2h2)-138	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089120_2.00	F135_2.00	TS12_2.00	M02877_2.00	MS33_2.00	ENSCING00000018982	ENSCING00000018982	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	YY1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089121_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000019150	ENSCING00000019150	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089122_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000019228	zf(c2h2)-70	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089123_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000019515	ENSCING00000019515	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089124_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000019545	ENSCING00000019545	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089125_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000019881	zf(c2h2)-136	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089126_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000019887	ENSCING00000019887	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089127_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000020018	ENSCING00000020018	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089128_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000020535	zf(c2h2)-124	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089129_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000020618	ENSCING00000020618	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089130_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000020664	ENSCING00000020664	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089131_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000020689	ENSCING00000020689	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089132_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000020966	ENSCING00000020966	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089133_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000021191	ENSCING00000021191	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089134_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000021681	ENSCING00000021681	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089135_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000021732	zf(c2h2)-118	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089136_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000021870	ENSCING00000021870	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089137_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000021874	ENSCING00000021874	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089138_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000021875	ENSCING00000021875	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089139_2.00	F135_2.00	TS12_2.00	M04521_2.00	MS62_2.00	ENSCING00000021903	ENSCING00000021903	Ciona_intestinalis	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	OSR2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089140_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000021962	zf(c2h2)-126	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089141_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000022017	zf(c2h2)-14	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089142_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000022137	ci-zf(c2h2)-42	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089143_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000022318	ENSCING00000022318	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089144_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000022785	ENSCING00000022785	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089145_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000023012	zf(c2h2)-151	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089146_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000023054	ENSCING00000023054	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089147_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000023622	zf(c2h2)-76	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T089148_2.00	F135_2.00	TS12_2.00	.	.	ENSCING00000023644	ENSCING00000023644	Ciona_intestinalis	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
